RiesgoNormalizado,CiudadNormalizada,MesFecha,Sector,TrabDep,TrabInd,AccTraCal
3,2,3,2,6582,23,71
3,2,3,3,154,212,106
3,2,3,3,3002,249,21
3,2,3,4,243,25,16
3,2,3,6,205,11,23
3,2,3,7,82956,912,844
3,2,3,8,7029,1736,56
3,2,3,8,79,0,1
3,2,3,8,51,646,0
3,2,3,17,7338,3147,61
3,2,3,17,38343,6423,328
3,2,3,17,13691,380,137
4,2,3,2,1324,72,35
4,2,3,3,8998,148,66
4,2,3,3,9992,120,76
4,2,3,4,4555,67,37
4,2,3,7,10941,127,120
4,2,3,8,33903,54,153
4,2,3,8,115,5,1
4,2,3,8,171,0,3
4,2,3,17,265,17,2
4,2,3,17,66788,2156,408
5,2,3,1,2809,214,24
5,2,3,2,210,29,3
5,2,3,3,552,20,6
5,2,3,3,109674,1609,1121
5,2,3,7,9344,221,124
5,2,3,8,22423,1091,249
5,2,3,8,10029,606,158
5,2,3,17,168,37,1
5,2,3,17,16,323,2
5,2,3,17,1334,36,7
1,2,4,1,22743,3895,42
1,2,4,2,1273,617,4
1,2,4,3,80118,871,203
1,2,4,4,56244,8096,140
1,2,4,5,48673,1866,78
1,2,4,6,1207,118,39
1,2,4,7,499,70,16
1,2,4,8,165706,5939,275
1,2,4,9,26744,131,45
1,2,4,17,30142,24,94
1,2,4,17,1116,311,54
1,2,4,17,5481,206,3
2,2,4,1,2387,584,3
2,2,4,2,42545,340,642
2,2,4,3,39584,338,203
2,2,4,3,177,5,0
2,2,4,5,131,19,13
2,2,4,6,22315,111,166
2,2,4,7,50495,343,247
2,2,4,8,2993,582,188
2,2,4,8,296,2,4
2,2,4,17,8339,705,51
2,2,4,17,4713,521,43
2,2,4,17,12485,253,63
3,2,4,2,6767,19,72
3,2,4,3,15271,203,106
3,2,4,3,3,247,21
3,2,4,4,2436,22,12
3,2,4,6,1698,13,19
3,2,4,7,81389,962,772
3,2,4,8,9681,1834,68
3,2,4,8,73,0,2
3,2,4,8,46,517,4
3,2,4,17,7809,3196,78
3,2,4,17,38993,6589,342
3,2,4,17,13455,374,146
4,2,4,2,1343,79,43
4,2,4,3,8827,153,79
4,2,4,3,9804,132,85
4,2,4,4,4497,64,48
4,2,4,7,11043,131,112
4,2,4,8,33475,53,178
4,2,4,8,116,5,1
4,2,4,8,147,1,0
4,2,4,17,276,18,3
4,2,4,17,67477,1965,354
5,2,4,1,2816,233,30
5,2,4,2,218,29,2
5,2,4,3,581,20,6
5,2,4,3,109665,1616,1063
5,2,4,7,9299,241,115
5,2,4,8,22342,1029,202
5,2,4,8,1007,608,168
5,2,4,17,158,146,0
5,2,4,17,1595,326,10
5,2,4,17,1308,29,8
1,2,5,1,23338,3687,61
1,2,5,2,1113,651,6
1,2,5,3,79779,896,226
1,2,5,4,54696,8349,170
1,2,5,5,48238,1976,74
1,2,5,6,11607,118,52
1,2,5,7,4992,71,14
1,2,5,8,164715,6114,340
1,2,5,9,26231,130,50
1,2,5,17,29992,2409,101
1,2,5,17,11177,3137,41
1,2,5,17,5554,217,6
2,2,5,1,2386,507,3
2,2,5,2,42068,346,788
2,2,5,3,39058,335,228
2,2,5,3,177,5,0
2,2,5,5,1237,17,7
2,2,5,6,2209,106,172
2,2,5,7,50057,329,270
2,2,5,8,29436,646,234
2,2,5,8,291,2,5
2,2,5,17,8251,706,49
2,2,5,17,4726,522,41
2,2,5,17,1252,236,75
3,2,5,2,6294,22,91
3,2,5,3,14863,201,141
3,2,5,3,288,239,21
3,2,5,4,2535,20,21
3,2,5,6,1608,11,16
3,2,5,7,81121,742,901
3,2,5,8,9668,1953,83
3,2,5,8,73,0,2
3,2,5,8,47,659,1
3,2,5,17,8043,141,96
3,2,5,17,40449,6677,382
3,2,5,17,13611,379,145
4,2,5,2,1354,67,39
4,2,5,3,8744,162,67
4,2,5,3,9461,126,80
4,2,5,4,4514,57,57
4,2,5,7,10948,134,131
4,2,5,8,34689,51,182
4,2,5,8,115,5,4
4,2,5,8,157,1,1
4,2,5,17,287,18,5
4,2,5,17,66991,2215,415
5,2,5,1,2818,260,27
5,2,5,2,176,0,1
5,2,5,3,500,17,4
5,2,5,3,110117,1577,1167
5,2,5,7,8924,238,108
5,2,5,8,2187,1039,205
5,2,5,8,10199,603,188
5,2,5,17,97,138,3
5,2,5,17,163,373,11
5,2,5,17,1257,36,13
1,2,6,1,24553,3964,43
1,2,6,2,1106,652,4
1,2,6,3,78956,884,188
1,2,6,4,50256,8508,169
1,2,6,5,49166,1971,75
1,2,6,6,11682,60,64
1,2,6,7,5058,69,10
1,2,6,8,163401,6202,256
1,2,6,9,26367,133,35
1,2,6,17,29847,2535,97
1,2,6,17,11285,3179,35
1,2,6,17,5619,214,3
2,2,6,1,2348,467,3
2,2,6,2,42033,385,727
2,2,6,3,39176,356,167
2,2,6,3,180,5,0
2,2,6,5,1261,17,4
2,2,6,6,22208,109,144
2,2,6,7,49893,345,248
2,2,6,8,2867,624,178
2,2,6,8,293,2,2
2,2,6,17,8302,692,32
2,2,6,17,473,546,28
2,2,6,17,12469,189,48
3,2,6,2,6296,23,82
3,2,6,3,15055,198,103
3,2,6,3,2889,230,23
3,2,6,4,2584,28,20
3,2,6,6,1716,10,16
3,2,6,7,81693,775,694
3,2,6,8,975,184,50
3,2,6,8,72,0,1
3,2,6,8,44,566,0
3,2,6,17,8085,3255,77
3,2,6,17,40701,6741,324
3,2,6,17,13258,392,97
4,2,6,2,1363,74,31
4,2,6,3,887,196,61
4,2,6,3,9672,132,78
4,2,6,4,4527,51,52
4,2,6,7,10924,141,83
4,2,6,8,35131,52,165
4,2,6,8,112,5,0
4,2,6,8,162,1,2
4,2,6,17,275,16,1
4,2,6,17,66946,2317,371
5,2,6,1,2858,280,15
5,2,6,2,178,1,3
5,2,6,3,509,15,3
5,2,6,3,11119,1575,1041
5,2,6,7,8957,232,130
5,2,6,8,22242,1137,191
5,2,6,8,10402,600,149
5,2,6,17,94,139,0
5,2,6,17,1615,358,9
5,2,6,17,1235,41,8
1,3,3,1,7077,2989,19
1,3,3,2,205,306,0
1,3,3,3,25653,485,62
1,3,3,4,20815,879,50
1,3,3,5,585,179,3
1,3,3,6,3944,152,15
1,3,3,7,312,4,2
1,3,3,8,62842,2002,233
1,3,3,9,3477,44,3
1,3,3,17,13491,2244,34
1,3,3,17,4393,781,7
1,3,3,17,1993,340,6
2,3,3,1,388,65,0
2,3,3,2,4961,272,93
2,3,3,3,21561,157,169
2,3,3,3,118,1,0
2,3,3,5,1599,65,1
2,3,3,6,5187,38,30
2,3,3,7,7932,190,38
2,3,3,8,14322,347,64
2,3,3,8,14,1,0
2,3,3,17,2748,106,14
2,3,3,17,1501,259,10
2,3,3,17,6519,418,27
3,3,3,2,396,23,3
3,3,3,3,9832,224,49
3,3,3,3,1085,43,6
3,3,3,4,1161,1,3
3,3,3,6,1145,9,13
3,3,3,7,29282,490,172
3,3,3,8,315,250,186
3,3,3,8,1,0,0
3,3,3,17,4541,196,16
3,3,3,17,24974,164,186
3,3,3,17,793,119,31
4,3,3,2,762,10,24
4,3,3,3,4153,620,11
4,3,3,3,4674,154,18
4,3,3,4,3134,65,18
4,3,3,7,4865,192,48
4,3,3,8,13924,145,42
4,3,3,8,27,0,1
4,3,3,8,64,0,1
4,3,3,17,112,9,0
4,3,3,17,16727,574,73
5,3,3,1,924,14,5
5,3,3,2,99,1,1
5,3,3,3,1177,27,11
5,3,3,3,59481,1139,223
5,3,3,7,10045,132,61
5,3,3,8,142,379,66
5,3,3,8,4048,147,21
5,3,3,17,31,3,1
5,3,3,17,769,96,4
5,3,3,17,47,29,34
1,3,4,1,6435,3737,20
1,3,4,2,210,319,0
1,3,4,3,2612,479,57
1,3,4,4,20666,889,63
1,3,4,5,5967,161,7
1,3,4,6,3927,145,17
1,3,4,7,313,3,0
1,3,4,8,63104,2036,241
1,3,4,9,3555,46,5
1,3,4,17,13584,2598,20
1,3,4,17,4396,435,13
1,3,4,17,223,344,1
2,3,4,1,394,81,1
2,3,4,2,4955,295,92
2,3,4,3,20457,167,141
2,3,4,3,126,1,0
2,3,4,5,1653,65,1
2,3,4,6,5054,63,28
2,3,4,7,8329,201,43
2,3,4,8,14279,373,69
2,3,4,8,13,1,0
2,3,4,17,2946,67,24
2,3,4,17,1566,267,9
2,3,4,17,6471,402,13
3,3,4,2,397,29,4
3,3,4,3,8941,226,33
3,3,4,3,1062,34,3
3,3,4,4,114,3,7
3,3,4,6,1032,5,8
3,3,4,7,29545,520,207
3,3,4,8,30242,280,172
3,3,4,8,1,0,0
3,3,4,17,4576,214,22
3,3,4,17,26176,1727,161
3,3,4,17,7911,127,28
4,3,4,2,769,10,10
4,3,4,3,3623,631,16
4,3,4,3,4662,154,38
4,3,4,4,312,63,11
4,3,4,7,4907,199,33
4,3,4,8,13841,150,41
4,3,4,8,28,0,0
4,3,4,8,23,0,1
4,3,4,17,114,6,0
4,3,4,17,17222,558,108
5,3,4,1,925,13,7
5,3,4,2,98,1,1
5,3,4,3,1309,25,3
5,3,4,3,57917,1161,234
5,3,4,7,10104,145,41
5,3,4,8,14121,375,46
5,3,4,8,4161,114,32
5,3,4,17,26,2,0
5,3,4,17,763,95,5
5,3,4,17,4685,43,35
1,3,5,1,6496,4143,27
1,3,5,2,203,339,0
1,3,5,3,25832,487,61
1,3,5,4,2069,956,55
1,3,5,5,5898,180,15
1,3,5,6,3955,137,18
1,3,5,7,303,3,0
1,3,5,8,53241,2211,258
1,3,5,9,3505,49,4
1,3,5,17,13362,2365,28
1,3,5,17,4325,441,10
1,3,5,17,2433,332,3
2,3,5,1,371,76,3
2,3,5,2,4906,345,117
2,3,5,3,11288,155,154
2,3,5,3,117,1,0
2,3,5,5,1666,82,2
2,3,5,6,5097,41,34
2,3,5,7,829,206,53
2,3,5,8,14273,402,69
2,3,5,8,14,1,0
2,3,5,17,283,89,24
2,3,5,17,1557,291,6
2,3,5,17,6342,376,27
3,3,5,2,392,19,6
3,3,5,3,8948,275,32
3,3,5,3,1029,48,3
3,3,5,4,1113,3,3
3,3,5,6,104,12,8
3,3,5,7,28805,506,227
3,3,5,8,29914,278,175
3,3,5,8,1,6,0
3,3,5,17,4482,232,15
3,3,5,17,26411,1907,198
3,3,5,17,7806,121,40
4,3,5,2,726,10,11
4,3,5,3,3936,672,23
4,3,5,3,4442,140,20
4,3,5,4,2876,66,12
4,3,5,7,4854,184,55
4,3,5,8,13307,172,62
4,3,5,8,28,0,0
4,3,5,8,24,0,0
4,3,5,17,116,5,1
4,3,5,17,17419,549,108
5,3,5,1,928,12,7
5,3,5,2,99,1,1
5,3,5,3,1282,19,4
5,3,5,3,58615,125,284
5,3,5,7,9881,152,66
5,3,5,8,14279,384,76
5,3,5,8,4175,107,24
5,3,5,17,14,2,0
5,3,5,17,758,99,10
5,3,5,17,4523,68,34
1,3,6,1,6627,4419,24
1,3,6,2,202,352,1
1,3,6,3,29404,490,68
1,3,6,4,19978,904,43
1,3,6,5,6124,189,6
1,3,6,6,3985,131,14
1,3,6,7,300,4,0
1,3,6,8,53132,215,133
1,3,6,9,349,50,6
1,3,6,17,32053,238,236
1,3,6,17,4342,422,14
1,3,6,17,2469,298,2
2,3,6,1,373,86,1
2,3,6,2,4873,341,97
2,3,6,3,11123,150,59
2,3,6,3,122,1,0
2,3,6,5,1683,82,3
2,3,6,6,4987,70,28
2,3,6,7,8464,205,32
2,3,6,8,14492,315,60
2,3,6,8,13,1,0
2,3,6,17,2773,140,20
2,3,6,17,1602,295,15
2,3,6,17,6529,376,17
3,3,6,2,397,18,8
3,3,6,3,8874,267,40
3,3,6,3,947,43,3
3,3,6,4,1069,3,4
3,3,6,6,109,6,6
3,3,6,7,28029,449,172
3,3,6,8,29961,304,183
3,3,6,8,1,6,0
3,3,6,17,452,216,15
3,3,6,17,26954,1895,209
3,3,6,17,7799,136,26
4,3,6,2,623,10,10
4,3,6,3,4057,414,8
4,3,6,3,4596,174,20
4,3,6,4,2849,62,4
4,3,6,7,4764,187,39
4,3,6,8,13338,193,42
4,3,6,8,22,0,0
4,3,6,8,24,2,0
4,3,6,17,120,6,2
4,3,6,17,17312,583,91
5,3,6,1,940,14,8
5,3,6,2,95,1,1
5,3,6,3,1188,31,4
5,3,6,3,60377,1087,234
5,3,6,7,9702,187,50
5,3,6,8,13881,436,59
5,3,6,8,4189,112,21
5,3,6,17,15,3,0
5,3,6,17,759,100,3
5,3,6,17,4339,74,45
1,4,3,1,13508,14442,80
1,4,3,2,385,1131,1
1,4,3,3,50935,876,131
1,4,3,4,3609,2637,151
1,4,3,5,31922,2314,59
1,4,3,6,5605,86,28
1,4,3,7,1324,31,1
1,4,3,8,112676,5063,170
1,4,3,9,9716,62,13
1,4,3,17,18921,1504,63
1,4,3,17,8651,732,24
1,4,3,17,3083,74,2
2,4,3,1,2221,443,4
2,4,3,2,11473,235,90
2,4,3,3,26691,970,136
2,4,3,3,40,0,0
2,4,3,5,1453,31,1
2,4,3,6,9337,126,62
2,4,3,7,22699,192,101
2,4,3,8,32429,365,204
2,4,3,8,149,0,2
2,4,3,17,4239,113,19
2,4,3,17,2938,245,20
2,4,3,17,32,71,12
3,4,3,2,1872,63,21
3,4,3,3,14091,364,96
3,4,3,3,2395,85,9
3,4,3,4,959,63,3
3,4,3,6,1532,124,16
3,4,3,7,4752,973,293
3,4,3,8,30553,773,342
3,4,3,8,2,0,0
3,4,3,8,6,4,0
3,4,3,17,6528,553,50
3,4,3,17,42609,7641,298
3,4,3,17,6266,73,37
4,4,3,2,8144,24,130
4,4,3,3,533,233,42
4,4,3,3,7573,106,37
4,4,3,4,1343,33,9
4,4,3,7,12578,122,130
4,4,3,8,42002,72,170
4,4,3,8,210,1,4
4,4,3,8,19,1,0
4,4,3,17,551,26,3
4,4,3,17,42104,2293,229
5,4,3,1,2471,431,22
5,4,3,2,131,19,1
5,4,3,3,1095,24,6
5,4,3,3,68237,1225,390
5,4,3,7,4539,122,25
5,4,3,8,15594,352,81
5,4,3,8,714,23,4
5,4,3,17,14,16,0
5,4,3,17,1368,393,13
5,4,3,17,1014,19,5
1,4,5,1,14075,14638,83
1,4,5,2,381,1109,5
1,4,5,3,5111,1242,108
1,4,5,4,359,3121,127
1,4,5,5,32376,2443,53
1,4,5,6,5585,90,35
1,4,5,7,1383,35,0
1,4,5,8,116084,5354,196
1,4,5,9,9572,61,14
1,4,5,17,18499,1581,48
1,4,5,17,8133,765,42
1,4,5,17,3328,78,2
2,4,5,1,2317,838,2
2,4,5,2,11737,200,114
2,4,5,3,34569,814,187
2,4,5,3,47,0,0
2,4,5,5,1477,31,2
2,4,5,6,9728,191,70
2,4,5,7,24404,320,113
2,4,5,8,32962,336,210
2,4,5,8,146,0,0
2,4,5,17,2276,818,14
2,4,5,17,2954,246,21
2,4,5,17,6829,70,27
3,4,5,2,1885,60,19
3,4,5,3,15418,337,97
3,4,5,3,2848,79,14
3,4,5,4,951,44,7
3,4,5,6,155,258,20
3,4,5,7,48971,1186,324
3,4,5,8,3419,885,303
3,4,5,8,2,0,0
3,4,5,8,6,7,0
3,4,5,17,7094,145,62
3,4,5,17,43042,7771,315
3,4,5,17,6864,66,36
4,4,5,2,8168,22,117
4,4,5,3,5906,259,52
4,4,5,3,7821,94,37
4,4,5,4,1333,43,13
4,4,5,7,12914,115,147
4,4,5,8,42375,84,161
4,4,5,8,219,1,3
4,4,5,8,23,1,0
4,4,5,17,478,24,4
4,4,5,17,43375,2585,237
5,4,5,1,2504,433,22
5,4,5,2,128,13,0
5,4,5,3,1248,31,16
5,4,5,3,66196,1642,433
5,4,5,7,4616,167,38
5,4,5,8,15046,360,81
5,4,5,8,707,24,14
5,4,5,17,27,13,0
5,4,5,17,1364,372,7
5,4,5,17,171,29,10
1,4,4,1,13665,15453,90
1,4,4,2,376,1123,2
1,4,4,3,50781,1001,147
1,4,4,4,35728,2914,89
1,4,4,5,32532,2377,62
1,4,4,6,566,89,20
1,4,4,7,1389,31,2
1,4,4,8,116932,5086,181
1,4,4,9,9808,61,17
1,4,4,17,1894,1536,59
1,4,4,17,8182,757,29
1,4,4,17,3212,83,1
2,4,4,1,2238,741,4
2,4,4,2,1212,231,111
2,4,4,3,35385,877,192
2,4,4,3,46,0,0
2,4,4,5,147,30,1
2,4,4,6,1003,131,63
2,4,4,7,25112,258,114
2,4,4,8,33433,339,203
2,4,4,8,145,0,2
2,4,4,17,2583,1291,9
2,4,4,17,3012,244,19
2,4,4,17,6496,69,27
3,4,4,2,1878,58,11
3,4,4,3,15455,347,89
3,4,4,3,2678,85,13
3,4,4,4,952,105,11
3,4,4,6,1542,209,18
3,4,4,7,49862,1149,329
3,4,4,8,34569,796,267
3,4,4,8,2,0,0
3,4,4,8,6,3,0
3,4,4,17,6532,1466,62
3,4,4,17,43151,7731,291
3,4,4,17,6349,77,45
4,4,4,2,8244,23,107
4,4,4,3,599,253,52
4,4,4,3,7933,108,33
4,4,4,4,1345,40,15
4,4,4,7,12969,378,131
4,4,4,8,42479,82,161
4,4,4,8,212,1,0
4,4,4,8,24,1,0
4,4,4,17,479,25,2
4,4,4,17,43384,239,265
5,4,4,1,2477,429,21
5,4,4,2,130,17,0
5,4,4,3,1245,32,9
5,4,4,3,68124,1412,387
5,4,4,7,456,142,40
5,4,4,8,15429,369,73
5,4,4,8,702,20,7
5,4,4,17,27,15,0
5,4,4,17,1312,387,8
5,4,4,17,1573,29,12
1,4,6,1,14334,20448,72
1,4,6,2,398,1107,3
1,4,6,3,51742,1413,116
1,4,6,4,34479,318,97
1,4,6,5,32202,2456,28
1,4,6,6,5527,86,22
1,4,6,7,1437,33,2
1,4,6,8,116599,5518,169
1,4,6,9,9615,63,15
1,4,6,17,18851,1587,43
1,4,6,17,8159,811,31
1,4,6,17,331,87,2
2,4,6,1,2288,870,5
2,4,6,2,11819,220,99
2,4,6,3,3542,861,147
2,4,6,3,41,0,0
2,4,6,5,1461,31,1
2,4,6,6,9788,211,53
2,4,6,7,24545,323,98
2,4,6,8,3342,372,164
2,4,6,8,148,0,2
2,4,6,17,2354,692,11
2,4,6,17,2973,260,15
2,4,6,17,7134,69,19
3,4,6,2,1898,69,19
3,4,6,3,15526,344,87
3,4,6,3,3094,99,9
3,4,6,4,954,92,7
3,4,6,6,1607,18,18
3,4,6,7,49193,135,257
3,4,6,8,34139,1181,253
3,4,6,8,2,0,0
3,4,6,8,3,7,0
3,4,6,17,6845,2145,50
3,4,6,17,43344,8087,257
3,4,6,17,6864,63,36
4,4,6,2,8278,24,118
4,4,6,3,5972,197,44
4,4,6,3,798,103,50
4,4,6,4,1316,44,5
4,4,6,7,12825,122,112
4,4,6,8,42774,99,165
4,4,6,8,216,0,3
4,4,6,8,23,1,0
4,4,6,17,483,15,2
4,4,6,17,42968,2774,230
5,4,6,1,2481,475,23
5,4,6,2,114,14,1
5,4,6,3,1243,38,10
5,4,6,3,66719,1782,352
5,4,6,7,4621,153,22
5,4,6,8,15108,388,87
5,4,6,8,700,20,8
5,4,6,17,27,14,0
5,4,6,17,1303,371,7
5,4,6,17,1746,32,7
1,5,3,1,2587,512,6
1,5,3,2,78,97,0
1,5,3,3,3396,77,14
1,5,3,4,6364,919,10
1,5,3,5,369,24,0
1,5,3,6,898,12,4
1,5,3,7,34,1,0
1,5,3,8,6668,201,18
1,5,3,9,837,5,0
1,5,3,17,1738,308,8
1,5,3,17,1189,221,4
1,5,3,17,360,82,0
2,5,3,1,106,12,0
2,5,3,2,16766,68,440
2,5,3,3,2021,60,18
2,5,3,3,1,0,0
2,5,3,5,66,3,0
2,5,3,6,4293,12,29
2,5,3,7,174,9,0
2,5,3,8,1275,48,4
2,5,3,8,51,1,0
2,5,3,17,168,6,1
2,5,3,17,134,12,0
2,5,3,17,616,35,4
3,5,3,2,67,0,1
3,5,3,3,992,37,6
3,5,3,3,562,2,3
3,5,3,4,400,16,3
3,5,3,6,78,0,2
3,5,3,7,2348,92,13
3,5,3,8,104,289,4
3,5,3,8,0,1,0
3,5,3,17,487,192,4
3,5,3,17,3346,104,31
3,5,3,17,720,88,4
4,5,3,2,406,33,5
4,5,3,3,732,11,5
4,5,3,3,683,7,2
4,5,3,4,64,1,0
4,5,3,7,2086,16,11
4,5,3,8,145,1,8
4,5,3,8,2,0,0
4,5,3,8,0,0,0
4,5,3,17,79,8,0
4,5,3,17,5013,316,17
5,5,3,1,480,41,5
5,5,3,2,81,0,0
5,5,3,3,106,15,0
5,5,3,3,7459,101,32
5,5,3,7,921,23,14
5,5,3,8,1602,15,12
5,5,3,8,225,4,1
5,5,3,17,49,9,1
5,5,3,17,129,15,0
5,5,3,17,2122,76,13
1,5,4,1,2571,774,6
1,5,4,2,77,110,0
1,5,4,3,3482,79,16
1,5,4,4,6909,979,9
1,5,4,5,366,17,0
1,5,4,6,909,12,4
1,5,4,7,33,1,0
1,5,4,8,6574,197,10
1,5,4,9,834,5,0
1,5,4,17,1868,349,8
1,5,4,17,1142,235,3
1,5,4,17,376,127,2
2,5,4,1,108,9,2
2,5,4,2,16833,82,502
2,5,4,3,195,56,11
2,5,4,3,1,0,0
2,5,4,5,79,3,0
2,5,4,6,4162,670,46
2,5,4,7,179,10,0
2,5,4,8,1254,30,8
2,5,4,8,51,1,0
2,5,4,17,167,8,2
2,5,4,17,133,14,0
2,5,4,17,564,33,3
3,5,4,2,72,0,0
3,5,4,3,969,37,4
3,5,4,3,546,2,0
3,5,4,4,79,16,1
3,5,4,6,81,0,0
3,5,4,7,2336,111,15
3,5,4,8,115,288,3
3,5,4,8,0,2,0
3,5,4,17,467,183,3
3,5,4,17,3127,1281,30
3,5,4,17,744,99,3
4,5,4,2,412,1,6
4,5,4,3,714,11,4
4,5,4,3,625,9,1
4,5,4,4,67,1,0
4,5,4,7,2061,16,22
4,5,4,8,1455,1,5
4,5,4,8,2,0,0
4,5,4,8,0,0,0
4,5,4,17,80,3,3
4,5,4,17,5093,251,26
5,5,4,1,513,25,2
5,5,4,2,82,0,0
5,5,4,3,104,15,0
5,5,4,3,7427,144,45
5,5,4,7,863,28,9
5,5,4,8,1752,13,11
5,5,4,8,221,4,0
5,5,4,17,48,6,1
5,5,4,17,130,17,0
5,5,4,17,2126,64,15
1,5,5,1,2563,999,7
1,5,5,2,173,133,1
1,5,5,3,3281,81,11
1,5,5,4,7193,749,12
1,5,5,5,344,18,2
1,5,5,6,939,12,2
1,5,5,7,35,1,1
1,5,5,8,6502,221,11
1,5,5,9,727,5,2
1,5,5,17,1796,376,12
1,5,5,17,1124,241,4
1,5,5,17,397,133,1
2,5,5,1,108,9,3
2,5,5,2,16971,90,522
2,5,5,3,1878,130,16
2,5,5,3,1,0,0
2,5,5,5,96,3,0
2,5,5,6,4205,380,35
2,5,5,7,177,9,1
2,5,5,8,1565,66,4
2,5,5,8,51,0,0
2,5,5,17,166,8,1
2,5,5,17,130,19,0
2,5,5,17,591,33,5
3,5,5,2,70,0,1
3,5,5,3,967,39,4
3,5,5,3,559,4,3
3,5,5,4,72,16,0
3,5,5,6,75,0,0
3,5,5,7,2288,152,20
3,5,5,8,1066,307,3
3,5,5,8,0,2,0
3,5,5,17,354,179,5
3,5,5,17,3329,1303,17
3,5,5,17,764,71,4
4,5,5,2,412,1,6
4,5,5,3,733,10,7
4,5,5,3,632,7,2
4,5,5,4,60,1,0
4,5,5,7,2025,16,16
4,5,5,8,1355,2,4
4,5,5,8,2,0,0
4,5,5,8,0,0,0
4,5,5,17,76,8,0
4,5,5,17,5048,227,17
5,5,5,1,514,55,7
5,5,5,2,82,0,0
5,5,5,3,99,13,2
5,5,5,3,7358,130,49
5,5,5,7,907,35,11
5,5,5,8,1785,20,9
5,5,5,8,230,6,0
5,5,5,17,47,8,0
5,5,5,17,128,17,1
5,5,5,17,2112,68,13
1,5,6,1,2595,965,4
1,5,6,2,169,148,1
1,5,6,3,3354,77,6
1,5,6,4,604,1069,5
1,5,6,5,350,15,0
1,5,6,6,969,13,2
1,5,6,7,35,1,0
1,5,6,8,6585,219,10
1,5,6,9,736,5,1
1,5,6,17,1782,309,4
1,5,6,17,1121,245,6
1,5,6,17,413,111,3
2,5,6,1,109,9,0
2,5,6,2,16975,95,401
2,5,6,3,2096,65,21
2,5,6,3,1,0,0
2,5,6,5,134,3,0
2,5,6,6,4282,403,37
2,5,6,7,179,8,0
2,5,6,8,198,72,3
2,5,6,8,49,1,1
2,5,6,17,255,28,7
2,5,6,17,136,21,2
2,5,6,17,631,33,3
3,5,6,2,71,0,0
3,5,6,3,997,39,6
3,5,6,3,581,3,4
3,5,6,4,66,16,0
3,5,6,6,105,0,1
3,5,6,7,2146,148,17
3,5,6,8,1102,312,5
3,5,6,8,0,2,0
3,5,6,17,370,183,2
3,5,6,17,3216,1121,29
3,5,6,17,755,90,2
4,5,6,2,410,1,1
4,5,6,3,716,7,5
4,5,6,3,703,9,4
4,5,6,4,55,1,0
4,5,6,7,1983,12,11
4,5,6,8,1373,2,4
4,5,6,8,2,0,0
4,5,6,8,0,0,0
4,5,6,17,9,9,0
4,5,6,17,5027,268,15
5,5,6,1,514,55,1
5,5,6,2,87,0,0
5,5,6,3,108,17,0
5,5,6,3,7419,139,37
5,5,6,7,900,29,10
5,5,6,8,1829,24,5
5,5,6,8,245,14,0
5,5,6,17,50,10,0
5,5,6,17,133,17,0
5,5,6,17,2056,83,11
1,6,3,1,3199,1331,7
1,6,3,2,242,572,3
1,6,3,3,7246,92,16
1,6,3,4,5256,540,13
1,6,3,5,3767,38,5
1,6,3,6,922,5,2
1,6,3,7,77,0,1
1,6,3,8,11693,313,12
1,6,3,9,684,1,0
1,6,3,17,4376,658,10
1,6,3,17,868,123,2
1,6,3,17,215,203,1
2,6,3,1,1471,3,12
2,6,3,2,493,32,72
2,6,3,3,284,39,19
2,6,3,3,62,0,0
2,6,3,5,246,0,0
2,6,3,6,2584,79,18
2,6,3,7,687,5,0
2,6,3,8,2575,315,17
2,6,3,8,168,1,3
2,6,3,17,542,498,1
2,6,3,17,454,17,2
2,6,3,17,468,6,0
3,6,3,2,1332,51,8
3,6,3,3,2557,20,12
3,6,3,3,476,16,1
3,6,3,4,822,19,8
3,6,3,6,66,1,0
3,6,3,7,5828,114,35
3,6,3,8,645,47,6
3,6,3,8,5,0,0
3,6,3,17,554,179,5
3,6,3,17,4561,2517,43
3,6,3,17,973,186,3
4,6,3,2,1604,17,37
4,6,3,3,1338,15,11
4,6,3,3,1832,8,3
4,6,3,4,863,9,5
4,6,3,7,1206,9,10
4,6,3,8,6164,32,22
4,6,3,17,34,14,0
4,6,3,17,784,1093,12
5,6,3,1,876,84,1
5,6,3,2,325,27,0
5,6,3,3,112,1,0
5,6,3,3,12978,325,107
5,6,3,7,756,24,7
5,6,3,8,8529,248,51
5,6,3,8,1372,15,11
5,6,3,17,35,0,1
5,6,3,17,204,75,0
5,6,3,17,146,6,2
1,6,4,1,3957,1456,8
1,6,4,2,240,708,2
1,6,4,3,7616,95,10
1,6,4,4,4764,597,11
1,6,4,5,3782,36,3
1,6,4,6,920,5,9
1,6,4,7,75,0,0
1,6,4,8,11789,297,7
1,6,4,9,693,2,1
1,6,4,17,4398,790,12
1,6,4,17,777,124,1
1,6,4,17,213,174,2
2,6,4,1,141,3,9
2,6,4,2,5021,37,79
2,6,4,3,2711,42,21
2,6,4,3,57,0,0
2,6,4,5,255,0,0
2,6,4,6,2642,23,9
2,6,4,7,679,7,0
2,6,4,8,2692,320,23
2,6,4,8,157,1,2
2,6,4,17,505,533,2
2,6,4,17,458,17,1
2,6,4,17,398,4,1
3,6,4,2,1343,59,6
3,6,4,3,255,21,14
3,6,4,3,489,20,0
3,6,4,4,811,18,7
3,6,4,6,65,1,0
3,6,4,7,5777,131,36
3,6,4,8,683,52,9
